action,protocol,src-ip,dst-ip,src-port,dst-port,path,src-ip-risk-factor,dst-ip-risk-factor,total-risk-factor
0,0,619142751,3232235784,8618,42065,0,0.0,0.0,0.0
0,1,1731597048,3232235784,54021,42065,0,4.0,0.0,1.0
0,0,2667547345,3232235784,56263,42065,0,0.0,0.0,0.0
0,0,3116932388,3232235784,56558,42065,0,0.0,0.0,0.0
0,0,2102293930,3232235784,7487,42065,0,0.0,0.0,0.0
0,0,1010006140,3232235784,8848,42065,0,0.0,0.0,0.0
0,0,1046910133,3232235784,26843,42065,0,0.0,0.0,0.0
0,0,1568371185,3232235784,9869,42065,0,0.0,0.0,0.0
0,0,3232235784,1607696518,42065,13256,1,0.0,0.0,0.0
0,1,3232235784,1742865720,57614,12388,1,0.0,0.0,0.0
0,0,1742304680,3232235784,55001,42065,0,4.0,0.0,1.0
0,1,42540488210633193209774998016143724967,42540488182159607631084911457978795943,51271,42065,0,0.0,0.0,0.0
0,1,3320649946,3232235784,52733,42065,0,4.0,0.0,1.0
0,0,1311420141,3232235784,6889,42065,0,0.0,0.0,0.0
0,0,1408957856,3232235784,6881,42065,0,0.0,0.0,0.0
0,1,3216840674,3232235784,12401,42065,0,0.0,0.0,0.0
0,0,1407463849,3232235784,32024,42065,0,0.0,0.0,0.0
0,0,2018938293,3232235784,1296,42065,0,0.0,0.0,0.0
0,1,1937727665,3232235784,45132,42065,0,-99999.0,0.0,-99999.0
0,0,1966921753,3232235784,50221,42065,0,0.0,0.0,0.0
0,0,1614454702,3232235784,24874,42065,0,0.0,0.0,0.0
0,0,1944120306,3232235784,17290,42065,0,0.0,0.0,0.0
0,1,1741136134,3232235784,56143,42065,0,6.0,0.0,1.0
0,0,2987700926,3232235784,40501,42065,0,0.0,0.0,0.0
